Date,Open,High,Low,Close,Adj Close,Volume
2014-09-15,39.639999,39.910000,38.599998,38.639999,37.023170,41886300
2014-09-22,38.639999,38.779999,36.130001,36.520000,34.991871,61550900
2014-09-29,36.040001,37.139999,34.290001,36.950001,35.403885,84860600
2014-10-06,37.320000,37.320000,32.709999,32.910000,31.532930,106280200
2014-10-13,33.299999,35.139999,30.120001,34.389999,32.951004,156916100
2014-10-20,35.509998,39.490002,35.009998,39.439999,37.789692,102943600
2014-10-27,39.380001,40.400002,38.830002,40.230000,38.546631,74618600
2014-11-03,40.279999,43.610001,40.230000,42.689999,40.903702,69826900
2014-11-10,42.290001,44.410000,42.009998,43.750000,42.008698,51552600
2014-11-17,43.660000,45.209999,42.910000,43.090000,41.374958,54498700
2014-11-24,43.470001,47.189999,43.150002,46.669998,44.812473,46694700
2014-12-01,46.549999,47.630001,43.900002,47.279999,45.398186,73784400
2014-12-08,47.060001,49.619999,45.209999,47.680000,45.782269,79589900
2014-12-15,47.730000,48.270000,44.299999,47.380001,45.494205,74951100
2014-12-22,47.779999,48.680000,46.389999,48.389999,46.464008,24412300
2014-12-29,48.009998,50.160000,47.430000,49.180000,47.222569,30414600
2015-01-05,49.459999,49.480000,46.250000,46.880001,45.014103,53266400
2015-01-12,46.720001,47.750000,44.470001,45.840000,44.015503,58740700
2015-01-19,47.009998,51.060001,46.910000,50.560001,48.547646,60605300
2015-01-26,50.230000,50.830002,47.009998,47.310001,45.426994,55646700
2015-02-02,47.099998,47.450001,44.810001,45.509998,43.698635,72774800
2015-02-09,44.500000,45.930000,43.349998,44.500000,42.728836,67043000
2015-02-16,44.779999,47.480000,44.619999,47.439999,45.551819,50234800
2015-02-23,47.970001,48.270000,44.500000,44.520000,42.834167,64579100
2015-03-02,44.520000,45.810001,43.630001,43.779999,42.122189,53068800
2015-03-09,43.869999,46.369999,43.270000,45.500000,43.777061,46194600
2015-03-16,46.150002,47.630001,45.410000,47.419998,45.624348,77038500
2015-03-23,47.419998,47.590000,42.599998,44.880001,43.180538,54565100
2015-03-30,45.340000,45.900002,42.250000,42.250000,40.650124,52782300
2015-04-06,41.410000,43.970001,41.020000,43.230000,41.593018,59570900
2015-04-13,43.080002,45.400002,42.450001,44.759998,43.065075,66065100
2015-04-20,45.139999,47.380001,44.759998,46.980000,45.201019,48268600
2015-04-27,47.040001,47.099998,44.259998,45.660000,43.930992,50871900
2015-05-04,45.910000,46.500000,42.840000,46.169998,44.421680,59401900
2015-05-11,46.040001,47.980000,45.900002,47.000000,45.313152,55276600
2015-05-18,46.990002,47.869999,42.689999,43.180000,41.630253,85213100
2015-05-25,43.419998,43.470001,41.720001,42.919998,41.379581,54351400
2015-06-01,43.209999,44.790001,42.279999,42.900002,41.360310,69268800
2015-06-08,42.369999,42.619999,38.970001,41.139999,39.663475,76205500
2015-06-15,40.919998,42.810001,40.040001,41.990002,40.482964,43409900
2015-06-22,42.720001,43.709999,42.060001,42.349998,40.830044,46963300
2015-06-29,41.770000,42.450001,38.810001,40.000000,38.564388,60602200
2015-07-06,39.880001,42.720001,39.880001,42.459999,40.936100,49781400
2015-07-13,43.209999,45.099998,42.400002,44.939999,43.327091,69768300
2015-07-20,45.099998,46.639999,43.759998,44.099998,42.517239,42908000
2015-07-27,43.599998,45.330002,43.049999,44.340000,42.748623,36552400
2015-08-03,44.680000,47.099998,44.570000,46.349998,44.686481,42616500
2015-08-10,46.730000,47.959999,44.770000,47.630001,46.054688,43120200
2015-08-17,47.770000,48.299999,43.590000,43.599998,42.157970,49995600
2015-08-24,39.500000,44.349998,34.610001,43.939999,42.486725,61968600
2015-08-31,43.970001,46.549999,43.299999,45.400002,43.898441,54701300
2015-09-07,46.220001,47.189999,45.900002,46.919998,45.368164,33564100
2015-09-14,46.970001,48.180000,46.310001,46.669998,45.126427,43944000
2015-09-21,46.770000,47.669998,45.060001,46.040001,44.517277,36627000
2015-09-28,45.869999,45.939999,43.349998,44.869999,43.385967,43408900
2015-10-05,45.220001,47.330002,44.470001,47.209999,45.648575,49068900
2015-10-12,47.520000,49.480000,47.520000,49.119999,47.495403,62204200
2015-10-19,49.209999,51.660000,49.130001,51.000000,49.313221,48371700
2015-10-26,50.889999,51.480000,49.540001,50.840000,49.158520,33607500
2015-11-02,50.900002,52.000000,50.320000,51.200001,49.506615,38797700
2015-11-09,50.930000,51.000000,48.750000,48.990002,47.495430,37581900
2015-11-16,47.860001,49.060001,46.650002,48.759998,47.272442,48444600
2015-11-23,49.000000,49.189999,46.369999,47.139999,45.701866,27701500
2015-11-30,47.209999,49.799999,46.439999,49.779999,48.261326,52287700
2015-12-07,50.270000,51.919998,49.139999,49.279999,47.776581,54177200
