Date,Open,High,Low,Close,Adj Close,Volume
2014-09-15,31.853006,31.955458,24.942207,25.780445,25.780445,12473900
2014-09-22,24.914267,26.339270,22.446125,23.144655,23.144655,10406000
2014-09-29,23.023577,26.851526,22.734850,26.283388,26.283388,8828000
2014-10-06,26.469662,28.947119,22.939753,23.079460,23.079460,9883100
2014-10-13,23.144655,28.973635,22.930439,26.751413,26.751413,6309100
2014-10-20,26.751413,38.399246,26.751413,36.694916,36.694916,11707900
2014-10-27,36.186440,37.175140,32.758945,32.881355,32.881355,8904200
2014-11-03,32.910000,48.250000,32.130001,42.810001,42.810001,19741400
2014-11-10,41.310001,42.490002,36.410000,37.310001,37.310001,9637200
2014-11-17,37.049999,37.349998,34.500000,36.310001,36.310001,5520600
2014-11-24,36.270000,40.330002,35.660000,36.099998,36.099998,6088700
2014-12-01,36.200001,36.200001,31.799999,33.310001,33.310001,5378500
2014-12-08,33.860001,34.639999,31.809999,32.299999,32.299999,4454800
2014-12-15,32.529999,33.840000,30.799999,33.040001,33.040001,4307000
2014-12-22,33.200001,34.730000,32.099998,32.529999,32.529999,2493200
2014-12-29,32.349998,33.740002,31.799999,32.740002,32.740002,2291400
2015-01-05,32.619999,35.500000,30.700001,34.299999,34.299999,4122600
2015-01-12,34.330002,36.820000,33.419998,34.180000,34.180000,3435900
2015-01-19,34.509998,34.650002,31.809999,34.150002,34.150002,3723300
2015-01-26,33.980000,35.450001,31.610001,31.840000,31.840000,3060300
2015-02-02,32.560001,34.180000,31.350000,32.980000,32.980000,2366400
2015-02-09,32.959999,36.189999,32.509998,35.700001,35.700001,2867900
2015-02-16,35.599998,38.259998,35.169998,36.660000,36.660000,2403000
2015-02-23,36.500000,38.500000,34.759998,37.599998,37.599998,4892700
2015-03-02,37.360001,39.580002,36.990002,39.009998,39.009998,2442100
2015-03-09,39.150002,39.150002,36.389999,38.209999,38.209999,1879300
2015-03-16,38.049999,42.650002,37.250000,41.630001,41.630001,3991500
2015-03-23,41.380001,42.810001,40.720001,42.400002,42.400002,3148200
2015-03-30,42.709999,46.230000,40.590000,41.279999,41.279999,5052200
2015-04-06,40.959999,43.860001,40.799999,42.930000,42.930000,3650300
2015-04-13,43.660000,44.439999,42.320000,42.599998,42.599998,2692400
2015-04-20,42.740002,43.049999,40.750000,41.130001,41.130001,1830000
2015-04-27,41.060001,41.060001,38.779999,40.520000,40.520000,2675100
2015-05-04,40.470001,42.619999,40.470001,42.130001,42.130001,2803000
2015-05-11,42.160000,42.880001,41.330002,41.930000,41.930000,2144600
2015-05-18,41.820000,42.540001,40.590000,40.770000,40.770000,1972800
