Date,Open,High,Low,Close,Adj Close,Volume
2014-09-15,46.540001,47.570000,46.099998,47.520000,43.985481,341969100
2014-09-22,47.299999,47.380001,45.759998,46.410000,42.958046,158855300
2014-09-29,45.980000,46.560001,45.610001,46.090000,42.661842,154785100
2014-10-06,46.119999,46.889999,43.950001,44.029999,40.755066,165759600
2014-10-13,43.820000,44.560001,42.099998,43.630001,40.384827,225158300
2014-10-20,43.060001,46.900002,42.810001,46.130001,42.698868,211061200
2014-10-27,45.709999,46.970001,45.709999,46.950001,43.457882,155620800
2014-11-03,46.889999,48.919998,46.730000,48.680000,45.059204,128149200
2014-11-10,48.650002,50.049999,48.520000,49.580002,45.892262,137829500
2014-11-17,49.410000,49.709999,47.570000,47.980000,44.411263,144887000
2014-11-24,47.990002,48.200001,47.279999,47.810001,44.533028,112140200
2014-12-01,47.880001,49.060001,47.709999,48.419998,45.101219,138133700
2014-12-08,48.259998,48.349998,46.669998,46.950001,43.731968,144734200
2014-12-15,47.200001,48.099998,44.900002,47.660000,44.393311,216676900
2014-12-22,47.779999,48.799999,47.709999,47.880001,44.598236,74849700
2014-12-29,47.700001,47.779999,46.450001,46.759998,43.555000,80290600
2015-01-05,46.369999,47.820000,45.490002,47.189999,43.955528,158823900
2015-01-12,47.419998,47.910000,45.169998,46.240002,43.070637,157088200
2015-01-19,46.299999,47.389999,45.480000,47.180000,43.946213,137068300
2015-01-26,47.000000,47.130001,40.349998,40.400002,37.630920,437786800
2015-02-02,40.590000,42.790001,40.230000,42.410000,39.503155,214717400
2015-02-09,42.240002,43.869999,42.180000,43.869999,40.863087,172848000
2015-02-16,43.970001,44.000000,43.049999,43.860001,40.853771,118095100
2015-02-23,43.700001,44.299999,43.650002,43.849998,41.135124,150296600
2015-03-02,43.669998,44.189999,42.150002,42.360001,39.737381,148820700
2015-03-09,42.189999,43.130001,40.610001,41.380001,38.818050,220829600
2015-03-16,41.470001,42.980000,41.150002,42.880001,40.225189,216616100
2015-03-23,42.880001,43.169998,40.830002,40.970001,38.433437,166348100
2015-03-30,41.099998,41.540001,40.119999,40.290001,37.795536,144176400
2015-04-06,40.340000,41.950001,40.180000,41.720001,39.137005,146532400
2015-04-13,41.400002,42.459999,41.160000,41.619999,39.043194,146595600
2015-04-20,41.730000,48.139999,41.680000,47.869999,44.906242,274060100
2015-04-27,47.230000,49.540001,47.220001,48.660000,45.647331,271446400
2015-05-04,48.369999,48.869999,46.020000,47.750000,44.793667,205178300
2015-05-11,47.549999,48.910000,46.419998,48.299999,45.309616,150345900
2015-05-18,47.980000,48.220001,46.820000,46.900002,43.996296,125385000
2015-05-25,46.830002,48.020000,46.189999,46.860001,44.244453,111629300
2015-06-01,47.060001,47.770000,45.840000,46.139999,43.564648,131306500
2015-06-08,46.299999,46.919998,45.459999,45.970001,43.404137,125924600
2015-06-15,45.450001,46.830002,45.020000,46.099998,43.526875,185524200
2015-06-22,46.330002,46.720001,45.029999,45.259998,42.733753,151556800
2015-06-29,45.040001,45.230000,43.939999,44.400002,41.921768,120123000
2015-07-06,43.959999,45.220001,43.320000,44.610001,42.120037,157146200
2015-07-13,44.980000,46.779999,44.950001,46.619999,44.017853,133427000
2015-07-20,46.650002,47.330002,45.099998,45.939999,43.375801,198833400
2015-07-27,45.939999,47.400002,44.790001,46.700001,44.093388,185955600
2015-08-03,46.980000,48.410000,46.259998,46.740002,44.131153,131020500
2015-08-10,46.950001,47.490002,45.709999,47.000000,44.376640,125629600
2015-08-17,46.810001,47.450001,43.070000,43.070000,40.666000,182450600
2015-08-24,40.450001,44.150002,39.720001,43.930000,41.751518,301968200
2015-08-31,43.560001,43.980000,41.660000,42.610001,40.496979,186943500
2015-09-07,43.299999,44.400002,42.750000,43.480000,41.323830,124287700
2015-09-14,43.430000,45.000000,42.860001,43.480000,41.323830,170680100
2015-09-21,43.619999,44.730000,43.270000,43.939999,41.761021,128698500
2015-09-28,43.830002,45.570000,43.049999,45.570000,43.310192,165463800
2015-10-05,45.750000,47.540001,45.700001,47.110001,44.773827,151471300
2015-10-12,46.980000,47.540001,46.500000,47.509998,45.153984,118094400
2015-10-19,47.419998,54.070000,47.020000,52.869999,50.248184,276970100
2015-10-26,52.529999,54.369999,52.500000,52.639999,50.029591,239290100
2015-11-02,52.849998,54.980000,52.619999,54.919998,52.196522,168222000
2015-11-09,54.549999,54.869999,52.529999,52.840000,50.219673,196522400
2015-11-16,53.080002,54.660000,52.849998,54.189999,51.502728,158723300
2015-11-23,54.250000,54.459999,53.580002,53.930000,51.601093,82850100
2015-11-30,54.540001,56.230000,53.930000,55.910000,53.495594,226060600
2015-12-07,55.790001,56.099998,54.009998,54.060001,51.725483,171131200
2015-12-14,54.330002,56.790001,53.680000,54.130001,51.792465,250080300
2015-12-21,54.880001,55.959999,54.230000,55.669998,53.265953,102396400
2015-12-28,55.349998,56.849998,54.980000,55.480000,53.084164,98468000
2016-01-04,54.320000,55.389999,52.070000,52.330002,50.070198,232695500
2016-01-11,52.509998,54.070000,50.340000,50.990002,48.788059,263845300
2016-01-18,51.480000,52.330002,49.099998,52.290001,50.031921,184584500
2016-01-25,51.939999,55.090000,51.020000,55.090000,52.711006,246307900
2016-02-01,54.880001,55.090000,49.560001,50.160000,47.993904,266894500
2016-02-08,49.549999,50.680000,48.189999,50.500000,48.319218,226471600
2016-02-15,50.900002,52.950001,50.130001,51.820000,49.582214,138815300
2016-02-22,52.279999,53.000000,50.200001,51.299999,49.437096,149589900
2016-02-29,51.349998,52.970001,50.660000,52.029999,50.140583,151420700
2016-03-07,51.560001,53.070000,50.580002,53.070000,51.142818,171154400
2016-03-14,52.709999,55.000000,52.630001,53.490002,51.547573,172729500
2016-03-21,53.250000,54.330002,52.930000,54.209999,52.241425,87128800
2016-03-28,54.209999,55.639999,53.330002,55.570000,53.552036,114168100
2016-04-04,55.430000,55.660000,54.209999,54.419998,52.443787,100625500
2016-04-11,54.490002,55.919998,53.759998,55.650002,53.629135,116475300
2016-04-18,55.490002,56.770000,50.770000,51.779999,49.899666,254686000
2016-04-25,51.779999,52.349998,49.349998,49.869999,48.059025,201675300
2016-05-02,50.000000,50.750000,49.459999,50.389999,48.560143,134010300
2016-05-09,50.490002,51.900002,50.000000,51.080002,49.225090,111427300
2016-05-16,50.799999,51.959999,49.820000,50.619999,48.781784,120491200
2016-05-23,50.599998,52.490002,49.980000,52.320000,50.772713,126702100
2016-05-30,52.259998,53.000000,51.599998,51.790001,50.258389,108911500
2016-06-06,51.990002,52.730000,51.040001,51.480000,49.957554,106398400
2016-06-13,49.580002,50.720001,49.060001,50.130001,48.647480,236451600
2016-06-20,50.639999,52.060001,49.520000,49.830002,48.356350,261054300
2016-06-27,49.099998,51.720001,48.040001,51.160000,49.647018,169589200
2016-07-04,50.830002,52.360001,50.389999,52.299999,50.753307,100945700
2016-07-11,52.500000,54.000000,52.470001,53.700001,52.111900,131513500
2016-07-18,53.700001,56.840000,52.930000,56.570000,54.897022,239597600
2016-07-25,56.470001,57.290001,55.720001,56.680000,55.003773,153894000
2016-08-01,56.599998,58.209999,56.139999,57.959999,56.245914,139002600
2016-08-08,58.060001,58.500000,57.619999,57.939999,56.226505,91940100
2016-08-15,58.009998,58.500000,57.200001,57.619999,55.915970,90149100
2016-08-22,57.599998,58.700001,57.259998,58.029999,56.664833,91629600
2016-08-29,58.180000,58.599998,57.009998,57.669998,56.313301,98984300
2016-09-05,57.779999,57.840000,56.209999,56.209999,54.887646,88858200
2016-09-12,56.000000,57.349998,55.610001,57.189999,55.844593,110342700
