Date,Open,High,Low,Close,Adj Close,Volume
2014-09-15,102.809998,103.050003,98.889999,100.959999,95.500633,297352900
2014-09-22,101.800003,102.940002,97.720001,100.750000,95.301994,338824900
2014-09-29,98.650002,101.540001,98.040001,99.620003,94.233101,247749100
2014-10-06,99.949997,102.379997,98.309998,100.730003,95.283066,280258200
2014-10-13,101.330002,101.779999,95.180000,97.669998,92.388535,358539800
2014-10-20,98.320000,105.489998,98.220001,105.220001,99.530258,358532900
2014-10-27,104.849998,108.040001,104.699997,108.000000,102.159950,220230600
2014-11-03,108.220001,110.300003,107.720001,109.010002,103.115334,199952900
2014-11-10,109.019997,114.190002,108.400002,114.180000,108.474121,205166700
2014-11-17,114.269997,117.570000,113.300003,116.470001,110.649666,233414700
2014-11-24,116.849998,119.750000,116.620003,118.930000,112.986725,181873900
2014-12-01,118.809998,119.250000,111.269997,115.000000,109.253128,266589700
2014-12-08,114.099998,114.849998,109.349998,109.730003,104.246490,259868000
2014-12-15,110.699997,113.239998,106.260002,111.779999,106.194031,328856600
2014-12-22,112.160004,114.519997,111.970001,113.989998,108.293594,119396500
2014-12-29,113.790001,114.769997,107.349998,109.330002,103.866470,152088400
2015-01-05,108.290001,113.250000,104.629997,112.010002,106.412552,283198500
2015-01-12,112.599998,112.800003,105.199997,105.989998,100.693382,304226600
2015-01-19,107.839996,113.750000,106.500000,112.980003,107.334084,197435600
2015-01-26,113.739998,120.000000,109.029999,117.160004,111.305183,465842700
2015-02-02,118.050003,120.510002,116.080002,118.930000,112.986725,270147300
2015-02-09,118.550003,127.480003,118.430000,127.080002,121.205933,303206800
2015-02-16,127.489998,129.500000,126.919998,129.500000,123.514084,193545500
2015-02-23,130.020004,133.600006,126.610001,128.460007,122.522156,367966000
2015-03-02,129.250000,130.279999,125.760002,126.599998,120.748108,246249900
2015-03-09,127.959999,129.570007,121.629997,123.589996,117.877243,325898200
2015-03-16,123.879997,129.250000,122.870003,125.900002,120.080482,266277800
2015-03-23,127.120003,128.039993,122.599998,123.250000,117.552971,208226400
2015-03-30,124.050003,126.489998,123.099998,125.320000,119.527283,161769600
2015-04-06,124.470001,128.119995,124.330002,127.099998,121.225006,182207500
2015-04-13,128.369995,128.570007,124.459999,124.750000,118.983627,170986600
2015-04-20,125.570000,130.630005,125.169998,130.279999,124.257996,207320800
2015-04-27,132.309998,134.539993,124.580002,128.949997,122.989487,420972300
2015-05-04,129.500000,130.570007,123.360001,127.620003,121.720970,271892000
2015-05-11,127.389999,129.490005,124.820000,128.770004,123.330833,208301500
2015-05-18,128.380005,132.970001,128.360001,132.539993,126.941574,216591100
2015-05-25,132.600006,132.910004,129.119995,130.279999,124.777046,197602300
2015-06-01,130.279999,131.389999,128.360001,128.649994,123.215904,170730100
2015-06-08,128.899994,130.179993,125.620003,127.169998,121.798416,219978000
2015-06-15,126.099998,128.309998,125.709999,126.599998,121.252487,198525200
2015-06-22,127.489998,129.800003,126.510002,126.750000,121.396149,195594000
2015-06-29,125.459999,126.940002,124.480003,126.440002,121.099236,150981900
2015-07-06,124.940002,126.230003,119.220001,123.279999,118.072723,275718300
2015-07-13,125.029999,129.619995,124.320000,129.619995,124.144920,189244900
2015-07-20,130.970001,132.970001,121.989998,124.500000,119.241196,344269000
2015-07-27,123.089996,123.910004,120.910004,121.300003,116.176353,191598600
2015-08-03,121.500000,122.570000,112.099998,115.519997,110.640503,385000600
2015-08-10,116.529999,119.989998,109.629997,115.959999,111.564629,343110000
2015-08-17,116.040001,117.650002,105.650002,105.760002,101.751259,320509000
2015-08-24,94.870003,113.309998,92.000000,113.290001,108.995834,500363000
2015-08-31,112.029999,114.529999,107.360001,109.269997,105.128212,297927700
2015-09-07,111.750000,114.209999,109.769997,114.209999,109.880959,251996300
2015-09-14,116.580002,116.889999,111.870003,113.449997,109.149773,276072600
2015-09-21,113.669998,116.690002,112.370003,114.709999,110.362015,242696300
2015-09-28,113.849998,114.570000,107.309998,110.379997,106.196136,313528300
2015-10-05,109.879997,112.279999,108.209999,112.120003,107.870178,261772800
2015-10-12,112.730003,112.750000,109.559998,111.040001,106.831116,184885000
2015-10-19,110.800003,119.230003,110.110001,119.080002,114.566376,221354200
2015-10-26,118.080002,121.220001,113.989998,119.500000,114.970459,321375700
2015-11-02,120.800003,123.820000,119.610001,121.059998,116.471306,194660800
2015-11-09,120.959999,121.809998,112.269997,112.339996,108.544479,216555300
2015-11-16,111.379997,119.919998,111.000000,119.300003,115.269348,189981200
2015-11-23,119.269997,119.730003,117.120003,117.809998,113.829681,109720400
2015-11-30,117.989998,119.410004,114.220001,119.029999,115.008461,206765800
2015-12-07,118.980003,119.860001,112.849998,113.180000,109.356125,188745500
2015-12-14,112.180000,112.800003,105.809998,106.029999,102.447670,315106400
2015-12-21,107.279999,109.000000,105.570000,108.029999,104.380112,126537000
2015-12-28,107.589996,109.430000,104.820000,105.260002,101.703697,123643900
2016-01-04,102.610001,105.849998,96.430000,96.959999,93.684120,343790200
2016-01-11,98.970001,101.190002,95.360001,97.129997,93.848373,304166100
2016-01-18,98.410004,101.459999,93.419998,101.419998,97.993423,243384100
2016-01-25,101.519997,101.529999,92.389999,97.339996,94.051270,368797800
2016-02-01,96.470001,97.330002,93.690002,94.019997,90.843437,216947000
2016-02-08,93.129997,96.349998,92.589996,93.989998,91.307251,231054000
2016-02-15,95.019997,98.889999,94.610001,96.040001,93.298737,168316300
2016-02-22,96.309998,98.019997,93.320000,96.910004,94.143906,158864100
2016-02-29,96.860001,103.750000,96.650002,103.010002,100.069786,201640300
2016-03-07,102.389999,102.830002,100.150002,102.260002,99.341187,155471100
2016-03-14,101.910004,106.500000,101.779999,105.919998,102.896729,182073200
2016-03-21,105.930000,107.650002,104.889999,105.669998,102.653854,119783600
2016-03-28,106.000000,110.419998,104.879997,109.989998,106.850548,147549000
2016-04-04,110.419998,112.190002,108.120003,108.660004,105.558517,145366300
2016-04-11,108.970001,112.389999,108.660004,109.849998,106.714546,161753200
2016-04-18,108.889999,108.949997,104.620003,105.680000,102.663574,189065500
2016-04-25,105.000000,105.650002,92.510002,93.739998,91.064392,349424100
2016-05-02,93.970001,95.900002,91.849998,92.720001,90.073509,225607300
2016-05-09,93.000000,93.769997,89.470001,90.519997,88.471680,215955500
2016-05-16,92.389999,95.430000,91.650002,95.220001,93.065338,212707200
2016-05-23,95.870003,100.730003,95.669998,100.349998,98.079239,203604100
2016-05-30,99.599998,100.400002,96.629997,97.919998,95.704224,139989500
2016-06-06,97.989998,101.889999,97.550003,98.830002,96.593636,124864400
2016-06-13,98.690002,99.120003,95.300003,95.330002,93.172836,191732600
2016-06-20,96.000000,96.889999,92.650002,93.400002,91.286514,206729000
2016-06-27,93.000000,96.470001,91.500000,95.889999,93.720169,184328400
2016-07-04,95.389999,96.889999,94.370003,96.680000,94.492294,111847300
2016-07-11,96.750000,99.300003,96.730003,98.779999,96.544777,142910600
2016-07-18,98.699997,101.000000,98.309998,98.660004,96.427490,147565500
2016-07-25,98.250000,104.550003,96.419998,104.209999,101.851898,255124500
2016-08-01,104.410004,107.650002,104.000000,107.480003,105.047913,168478300
2016-08-08,107.519997,108.940002,107.160004,108.180000,106.304840,121449000
2016-08-15,108.139999,110.230003,108.080002,109.360001,107.464386,132371400
2016-08-22,108.860001,109.320000,106.309998,106.940002,105.086334,123605500
2016-08-29,106.620003,108.000000,105.500000,107.730003,105.862648,132800500
2016-09-05,107.900002,108.760002,103.129997,103.129997,101.342369,168392500
2016-09-12,102.650002,115.730003,102.529999,115.570000,113.566742,308341300
